"assembly"	"sample"	"design"	"raw total sequences"	"filtered sequences"	"sequences"	"is sorted"	"1st fragments"	"last fragments"	"reads mapped"	"reads mapped and paired"	"reads unmapped"	"reads properly paired"	"reads paired"	"reads duplicated"	"reads MQ0"	"reads QC failed"	"non-primary alignments"	"supplementary alignments"	"total length"	"total first fragment length"	"total last fragment length"	"bases mapped"	"bases mapped (cigar)"	"bases trimmed"	"bases duplicated"	"mismatches"	"error rate"	"average length"	"average first fragment length"	"average last fragment length"	"maximum length"	"maximum first fragment length"	"maximum last fragment length"	"average quality"	"insert size average"	"insert size standard deviation"	"inward oriented pairs"	"outward oriented pairs"	"pairs with other orientation"	"pairs on different chromosomes"	"percentage of properly paired reads (%)"
"T2T-CHM13"	"HG00565"	"1kGP WGS
long-read"	3317109	0	3317109	1	3317109	0	3144027	0	173082	0	0	0	22278	0	921898	445355	66922820000	66922820000	0	65483290000	64465780000	0	0	4109224000	0.06374272	20175	20175	0	704480	704480	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00566"	"1kGP WGS
long-read"	3529474	0	3529474	1	3529474	0	3364898	0	164576	0	0	0	21997	0	997616	391507	76685330000	76685330000	0	75129460000	73918280000	0	0	4527466000	0.06124962	21727	21727	0	906308	906308	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00583"	"1kGP WGS
long-read"	5904973	0	5904973	1	5904973	0	5574002	0	330971	0	0	0	57803	0	1653545	754034	65251250000	65251250000	0	63685380000	62913200000	0	0	3984912000	0.06333984	11050	11050	0	874479	874479	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00584"	"1kGP WGS
long-read"	6016087	0	6016087	1	6016087	0	5638023	0	378064	0	0	0	48218	0	1634901	825065	62581400000	62581400000	0	60588480000	59608730000	0	0	4242927000	0.07117963	10402	10402	0	592457	592457	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00589"	"1kGP WGS
long-read"	3462457	0	3462457	1	3462457	0	3257225	0	205232	0	0	0	29291	0	1014454	734297	54713170000	54713170000	0	53280450000	52358420000	0	0	3488812000	0.06663325	15802	15802	0	602622	602622	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00596"	"1kGP WGS
long-read"	7212029	0	7212029	1	7212029	0	6864025	0	348004	0	0	0	63845	0	1973657	678864	76084120000	76084120000	0	74515400000	73644620000	0	0	5024257000	0.06822301	10550	10550	0	476368	476368	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00607"	"1kGP WGS
long-read"	8521289	0	8521289	1	8521289	0	7989839	0	531450	0	0	0	95151	0	2453979	1108704	65900250000	65900250000	0	63966280000	63074470000	0	0	4035088000	0.06397339	7734	7734	0	762439	762439	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00608"	"1kGP WGS
long-read"	2216348	0	2216348	1	2216348	0	2111278	0	105070	0	0	0	14276	0	585875	324041	36588640000	36588640000	0	35577860000	34985400000	0	0	2400028000	0.06860084	16509	16509	0	449787	449787	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00610"	"1kGP WGS
long-read"	3831405	0	3831405	1	3831405	0	3614640	0	216765	0	0	0	42813	0	1107272	411924	43419290000	43419290000	0	42257650000	41625190000	0	0	2545163000	0.06114479	11332	11332	0	439320	439320	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00619"	"1kGP WGS
long-read"	4217200	0	4217200	1	4217200	0	3983443	0	233757	0	0	0	24410	0	1239157	461079	88407510000	88407510000	0	86476620000	85269210000	0	0	5091369000	0.05970936	20964	20964	0	1138965	1138965	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00622"	"1kGP WGS
long-read"	4526539	0	4526539	1	4526539	0	4259753	0	266786	0	0	0	33559	0	1212609	455139	54692050000	54692050000	0	53068110000	52235670000	0	0	3332638000	0.06380004	12083	12083	0	561833	561833	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00626"	"1kGP WGS
long-read"	2099827	0	2099827	1	2099827	0	1998591	0	101236	0	0	0	11648	0	563721	206931	40918210000	40918210000	0	40026810000	39465450000	0	0	2503327000	0.06343085	19486	19486	0	780940	780940	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00632"	"1kGP WGS
long-read"	2746997	0	2746997	1	2746997	0	2528840	0	218157	0	0	0	13065	0	757489	415178	56391580000	56391580000	0	54940970000	54132510000	0	0	3508791000	0.06481855	20528	20528	0	1345986	1345986	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00634"	"1kGP WGS
long-read"	7012165	0	7012165	1	7012165	0	6592423	0	419742	0	0	0	73625	0	2031877	728499	61695920000	61695920000	0	59883390000	59121440000	0	0	3725814000	0.06301967	8798	8798	0	604131	604131	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00637"	"1kGP WGS
long-read"	8657132	0	8657132	1	8657132	0	8220811	0	436321	0	0	0	78097	0	2566270	1425337	94397550000	94397550000	0	91907070000	90460220000	0	0	5364100000	0.05929789	10904	10904	0	778147	778147	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00641"	"1kGP WGS
long-read"	2794544	0	2794544	1	2794544	0	2646197	0	148347	0	0	0	15031	0	658193	383937	54015700000	54015700000	0	53065950000	52417870000	0	0	2993808000	0.05711425	19329	19329	0	757537	757537	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00650"	"1kGP WGS
long-read"	5871929	0	5871929	1	5871929	0	5534741	0	337188	0	0	0	49707	0	1706134	924116	69080550000	69080550000	0	67149990000	66072480000	0	0	4361932000	0.06601737	11765	11765	0	1413250	1413250	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00651"	"1kGP WGS
long-read"	2138954	0	2138954	1	2138954	0	1995307	0	143647	0	0	0	12601	0	598354	270167	46679450000	46679450000	0	45775050000	45321520000	0	0	2697647000	0.05952242	21823	21823	0	644680	644680	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00657"	"1kGP WGS
long-read"	3119085	0	3119085	1	3119085	0	2917309	0	201776	0	0	0	17326	0	800053	448035	61876070000	61876070000	0	60379240000	59271430000	0	0	3727136000	0.06288251	19838	19838	0	687084	687084	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00684"	"1kGP WGS
long-read"	2864533	0	2864533	1	2864533	0	2696092	0	168441	0	0	0	18694	0	771121	374830	62810460000	62810460000	0	61631410000	60734720000	0	0	3756399000	0.06184928	21927	21927	0	1110717	1110717	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00692"	"1kGP WGS
long-read"	3074035	0	3074035	1	3074035	0	2919012	0	155023	0	0	0	16365	0	819968	386902	60130250000	60130250000	0	58594650000	57570290000	0	0	3940782000	0.06845167	19561	19561	0	636101	636101	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00702"	"1kGP WGS
long-read"	3228282	0	3228282	1	3228282	0	3044356	0	183926	0	0	0	21934	0	867045	392773	73788820000	73788820000	0	72318960000	71170200000	0	0	4351470000	0.06114174	22857	22857	0	674961	674961	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00717"	"1kGP WGS
long-read"	5331140	0	5331140	1	5331140	0	5120519	0	210621	0	0	0	30513	0	1512577	546766	81248660000	81248660000	0	79440680000	78375080000	0	0	5085144000	0.06488216	15240	15240	0	804589	804589	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00731"	"1kGP WGS
long-read"	4080097	0	4080097	1	4080097	0	3853130	0	226967	0	0	0	31457	0	1192126	550503	44840410000	44840410000	0	43659650000	43119220000	0	0	2719071000	0.06305937	10990	10990	0	523314	523314	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00736"	"1kGP WGS
long-read"	4531531	0	4531531	1	4531531	0	4241887	0	289644	0	0	0	29607	0	1204185	579931	86265320000	86265320000	0	84162800000	82829130000	0	0	5447392000	0.06576663	19037	19037	0	716248	716248	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00737"	"1kGP WGS
long-read"	3935891	0	3935891	1	3935891	0	3689568	0	246323	0	0	0	27920	0	1076848	525882	60224680000	60224680000	0	58743860000	57831120000	0	0	3334665000	0.05766211	15301	15301	0	1156473	1156473	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00739"	"1kGP WGS
long-read"	6742735	0	6742735	1	6742735	0	6351182	0	391553	0	0	0	52968	0	1895873	904166	97482820000	97482820000	0	95061130000	93654850000	0	0	5616955000	0.05997506	14457	14457	0	1443366	1443366	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00740"	"1kGP WGS
long-read"	3949061	0	3949061	1	3949061	0	3699422	0	249639	0	0	0	25215	0	1071299	596227	82566170000	82566170000	0	80669310000	79403440000	0	0	4841510000	0.06097357	20908	20908	0	938009	938009	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00759"	"1kGP WGS
long-read"	6847345	0	6847345	1	6847345	0	6378599	0	468746	0	0	0	61011	0	1845389	969079	76441120000	76441120000	0	74239050000	73014770000	0	0	5500765000	0.0753377	11164	11164	0	717844	717844	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00766"	"1kGP WGS
long-read"	7510342	0	7510342	1	7510342	0	7110873	0	399469	0	0	0	65926	0	1959722	1243628	7.3929e+10	7.3929e+10	0	72262680000	71498290000	0	0	4487308000	0.06276105	9844	9844	0	953533	953533	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00844"	"1kGP WGS
long-read"	6094055	0	6094055	1	6094055	0	5728929	0	365126	0	0	0	57957	0	1679671	757842	65323870000	65323870000	0	63405240000	62598030000	0	0	4072898000	0.06506432	10719	10719	0	1402911	1402911	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00881"	"1kGP WGS
long-read"	7121347	0	7121347	1	7121347	0	6762588	0	358759	0	0	0	75371	0	1965873	1245180	48871590000	48871590000	0	47237130000	46321260000	0	0	3278720000	0.07078218	6863	6863	0	382642	382642	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00982"	"1kGP WGS
long-read"	4160772	0	4160772	1	4160772	0	3958482	0	202290	0	0	0	43740	0	1206905	622787	41035530000	41035530000	0	39869500000	39184310000	0	0	2605197000	0.06648571	9862	9862	0	527111	527111	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG00983"	"1kGP WGS
long-read"	6651458	0	6651458	1	6651458	0	6282891	0	368567	0	0	0	63890	0	1827100	1227492	62490600000	62490600000	0	60465180000	59319520000	0	0	3795358000	0.06398162	9395	9395	0	1302514	1302514	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01028"	"1kGP WGS
long-read"	8230980	0	8230980	1	8230980	0	7754232	0	476748	0	0	0	101833	0	2655528	1453884	67763500000	67763500000	0	65354200000	64053120000	0	0	4332601000	0.06764074	8233	8233	0	736829	736829	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01047"	"1kGP WGS
long-read"	4820636	0	4820636	1	4820636	0	4498230	0	322406	0	0	0	28978	0	1326814	633849	90856720000	90856720000	0	88251450000	86755030000	0	0	6322088000	0.07287286	18847	18847	0	1673231	1673231	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01048"	"1kGP WGS
long-read"	3830113	0	3830113	1	3830113	0	3606671	0	223442	0	0	0	26860	0	1055885	498222	81936480000	81936480000	0	80059850000	78723250000	0	0	4601181000	0.05844755	21393	21393	0	1189955	1189955	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01054"	"1kGP WGS
long-read"	3596774	0	3596774	1	3596774	0	3377720	0	219054	0	0	0	25613	0	1010813	490327	67461120000	67461120000	0	65614560000	64288900000	0	0	4133423000	0.06429451	18756	18756	0	1117572	1117572	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01055"	"1kGP WGS
long-read"	4479070	0	4479070	1	4479070	0	4219110	0	259960	0	0	0	24959	0	1157032	570663	80211250000	80211250000	0	78321500000	77135440000	0	0	4289704000	0.05561261	17908	17908	0	1097544	1097544	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01058"	"1kGP WGS
long-read"	5259289	0	5259289	1	5259289	0	4948123	0	311166	0	0	0	39409	0	1302056	729596	63066940000	63066940000	0	61570180000	60742400000	0	0	4083353000	0.0672241	11992	11992	0	990336	990336	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01060"	"1kGP WGS
long-read"	5966961	0	5966961	1	5966961	0	5646650	0	320311	0	0	0	51052	0	1738218	982798	67986510000	67986510000	0	66008580000	64893420000	0	0	4073786000	0.06277657	11394	11394	0	663015	663015	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01066"	"1kGP WGS
long-read"	4243336	0	4243336	1	4243336	0	4016851	0	226485	0	0	0	26888	0	1192652	530914	85777310000	85777310000	0	83922470000	82549360000	0	0	4805941000	0.058219	20215	20215	0	1043034	1043034	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01072"	"1kGP WGS
long-read"	3569399	0	3569399	1	3569399	0	3354913	0	214486	0	0	0	24261	0	977332	532312	60162250000	60162250000	0	58649760000	57685140000	0	0	3609882000	0.06257907	16855	16855	0	754852	754852	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01073"	"1kGP WGS
long-read"	3597314	0	3597314	1	3597314	0	3358256	0	239058	0	0	0	27016	0	944410	461788	53029160000	53029160000	0	51542130000	50685270000	0	0	2982114000	0.05883591	14741	14741	0	1024562	1024562	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01085"	"1kGP WGS
long-read"	6853231	0	6853231	1	6853231	0	6373957	0	479274	0	0	0	66358	0	1912622	1186643	55111160000	55111160000	0	52805160000	51736750000	0	0	3404100000	0.06579655	8042	8042	0	821467	821467	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01086"	"1kGP WGS
long-read"	6208099	0	6208099	1	6208099	0	5737359	0	470740	0	0	0	65890	0	1646938	1175246	36130080000	36130080000	0	34405650000	33704780000	0	0	2783391000	0.08258148	5820	5820	0	531141	531141	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01089"	"1kGP WGS
long-read"	5397752	0	5397752	1	5397752	0	5067872	0	329880	0	0	0	47779	0	1407907	844892	46699340000	46699340000	0	44961340000	44091980000	0	0	3281966000	0.07443452	8652	8652	0	770330	770330	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01101"	"1kGP WGS
long-read"	9723334	0	9723334	1	9723334	0	9125206	0	598128	0	0	0	105587	0	2942554	1176020	70887800000	70887800000	0	68154570000	67104540000	0	0	4316236000	0.06432108	7290	7290	0	648714	648714	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01102"	"1kGP WGS
long-read"	4576378	0	4576378	1	4576378	0	4296616	0	279762	0	0	0	43940	0	1447174	541175	38834540000	38834540000	0	37510120000	36962760000	0	0	2838958000	0.0768059	8486	8486	0	537802	537802	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01104"	"1kGP WGS
long-read"	5394864	0	5394864	1	5394864	0	5051591	0	343273	0	0	0	57884	0	1495185	929485	41318800000	41318800000	0	40009160000	39415210000	0	0	2612106000	0.06627153	7659	7659	0	747710	747710	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01107"	"1kGP WGS
long-read"	7782919	0	7782919	1	7782919	0	7301511	0	481408	0	0	0	68069	0	2098772	1068535	70981800000	70981800000	0	68707550000	67495100000	0	0	4516067000	0.06690956	9120	9120	0	1002416	1002416	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01108"	"1kGP WGS
long-read"	7220061	0	7220061	1	7220061	0	6860556	0	359505	0	0	0	56594	0	1858810	838697	67268890000	67268890000	0	65522220000	64719460000	0	0	4457889000	0.06888019	9317	9317	0	862627	862627	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01119"	"1kGP WGS
long-read"	8467841	0	8467841	1	8467841	0	7921021	0	546820	0	0	0	72232	0	2359677	1490766	102472500000	102472500000	0	99531820000	97882450000	0	0	7068095000	0.07221004	12101	12101	0	648344	648344	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01121"	"1kGP WGS
long-read"	8263953	0	8263953	1	8263953	0	7545985	0	717968	0	0	0	83263	0	2190204	1109555	55383690000	55383690000	0	52313780000	50840030000	0	0	5391800000	0.1060542	6702	6702	0	384746	384746	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01124"	"1kGP WGS
long-read"	8275111	0	8275111	1	8275111	0	7827888	0	447223	0	0	0	68215	0	2121742	776269	75058010000	75058010000	0	73215460000	72261440000	0	0	4922888000	0.06812607	9070	9070	0	684506	684506	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01130"	"1kGP WGS
long-read"	5885106	0	5885106	1	5885106	0	5550798	0	334308	0	0	0	63788	0	1742803	885752	53633170000	53633170000	0	51719190000	50694780000	0	0	3725076000	0.07348048	9113	9113	0	355060	355060	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01131"	"1kGP WGS
long-read"	5994810	0	5994810	1	5994810	0	5620006	0	374804	0	0	0	52358	0	1528797	1005443	53876520000	53876520000	0	51646340000	50489370000	0	0	4036221000	0.079942	8987	8987	0	1550915	1550915	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01133"	"1kGP WGS
long-read"	6049282	0	6049282	1	6049282	0	5706494	0	342788	0	0	0	58865	0	1843820	1081646	58232170000	58232170000	0	56227750000	55098900000	0	0	3780557000	0.06861401	9626	9626	0	1122549	1122549	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01134"	"1kGP WGS
long-read"	3421542	0	3421542	1	3421542	0	3182866	0	238676	0	0	0	17405	0	973856	406708	60820700000	60820700000	0	58663260000	57317840000	0	0	4251647000	0.07417668	17776	17776	0	615610	615610	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01136"	"1kGP WGS
long-read"	2163386	0	2163386	1	2163386	0	1994639	0	168747	0	0	0	12601	0	651992	359571	47151690000	47151690000	0	45866380000	45141010000	0	0	2846792000	0.06306443	21795	21795	0	1023250	1023250	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01137"	"1kGP WGS
long-read"	2206994	0	2206994	1	2206994	0	2040893	0	166101	0	0	0	14747	0	609538	348791	43723630000	43723630000	0	42607130000	41964780000	0	0	2762407000	0.06582678	19811	19811	0	921410	921410	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01142"	"1kGP WGS
long-read"	2358936	0	2358936	1	2358936	0	2207715	0	151221	0	0	0	15174	0	649511	379582	50355340000	50355340000	0	49158160000	48334090000	0	0	3147162000	0.06511267	21347	21347	0	856369	856369	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01148"	"1kGP WGS
long-read"	5030672	0	5030672	1	5030672	0	4709219	0	321453	0	0	0	43983	0	1375153	589374	55217110000	55217110000	0	53756320000	53103800000	0	0	4034996000	0.07598319	10976	10976	0	531088	531088	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01167"	"1kGP WGS
long-read"	5883555	0	5883555	1	5883555	0	5538907	0	344648	0	0	0	55147	0	1696762	836210	48628620000	48628620000	0	47011010000	46281480000	0	0	3227270000	0.06973135	8265	8265	0	568210	568210	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01168"	"1kGP WGS
long-read"	7514652	0	7514652	1	7514652	0	7118928	0	395724	0	0	0	63260	0	1825521	1076026	60233120000	60233120000	0	58467430000	57502640000	0	0	3092372000	0.05377791	8015	8015	0	962223	962223	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01174"	"1kGP WGS
long-read"	4910143	0	4910143	1	4910143	0	4560509	0	349634	0	0	0	45324	0	1230570	638122	32689050000	32689050000	0	31446620000	30846940000	0	0	1677337000	0.0543761	6657	6657	0	476419	476419	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01187"	"1kGP WGS
long-read"	8441539	0	8441539	1	8441539	0	7913102	0	528437	0	0	0	84519	0	2267375	929071	65019710000	65019710000	0	63019730000	62202980000	0	0	3270448000	0.05257703	7702	7702	0	1103470	1103470	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01188"	"1kGP WGS
long-read"	3999277	0	3999277	1	3999277	0	3787954	0	211323	0	0	0	41892	0	1131064	634008	41058600000	41058600000	0	39956140000	39106160000	0	0	2309582000	0.05905929	10267	10267	0	845287	845287	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01197"	"1kGP WGS
long-read"	5395198	0	5395198	1	5395198	0	5117867	0	277331	0	0	0	64005	0	1613574	897015	43735830000	43735830000	0	42479820000	41787700000	0	0	2202483000	0.05270648	8106	8106	0	642245	642245	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01198"	"1kGP WGS
long-read"	10101660	0	10101660	1	10101660	0	9482118	0	619538	0	0	0	114089	0	2772986	1766216	59340890000	59340890000	0	57301320000	56333420000	0	0	3229190000	0.05732281	5874	5874	0	1104708	1104708	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01241"	"1kGP WGS
long-read"	15580150	0	15580150	1	15580150	0	14697910	0	882238	0	0	0	190882	0	4542645	2919246	79298280000	79298280000	0	76392600000	75217860000	0	0	4036899000	0.05366941	5090	5090	0	865594	865594	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01256"	"1kGP WGS
long-read"	3532425	0	3532425	1	3532425	0	3320113	0	212312	0	0	0	18181	0	974927	495320	77082260000	77082260000	0	75031090000	73492450000	0	0	4933216000	0.06712547	21821	21821	0	1153367	1153367	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01257"	"1kGP WGS
long-read"	2683284	0	2683284	1	2683284	0	2488413	0	194871	0	0	0	18221	0	752268	314982	50134760000	50134760000	0	48354720000	47186420000	0	0	3893026000	0.08250311	18684	18684	0	372723	372723	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01258"	"1kGP WGS
long-read"	2803631	0	2803631	1	2803631	0	2647072	0	156559	0	0	0	20954	0	799560	376750	47390940000	47390940000	0	45988500000	45049490000	0	0	2789875000	0.06192912	16903	16903	0	1236487	1236487	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01259"	"1kGP WGS
long-read"	6595065	0	6595065	1	6595065	0	6125098	0	469967	0	0	0	53127	0	1867546	708921	79288250000	79288250000	0	76914220000	75903360000	0	0	5610899000	0.07392161	12022	12022	0	1170412	1170412	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01269"	"1kGP WGS
long-read"	2907786	0	2907786	1	2907786	0	2772884	0	134902	0	0	0	18827	0	795042	326587	42990910000	42990910000	0	41904130000	41206810000	0	0	2698924000	0.06549703	14785	14785	0	1420646	1420646	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01275"	"1kGP WGS
long-read"	3806641	0	3806641	1	3806641	0	3557066	0	249575	0	0	0	19285	0	1028967	487346	84000440000	84000440000	0	81683280000	80213210000	0	0	4913574000	0.06125642	22067	22067	0	1127356	1127356	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01278"	"1kGP WGS
long-read"	6127932	0	6127932	1	6127932	0	5808376	0	319556	0	0	0	37794	0	1687377	738933	111523400000	111523400000	0	108451600000	106265300000	0	0	6719934000	0.06323732	18199	18199	0	951404	951404	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01284"	"1kGP WGS
long-read"	3684901	0	3684901	1	3684901	0	3484702	0	200199	0	0	0	24001	0	1032492	379100	61854330000	61854330000	0	59816530000	58762700000	0	0	4545042000	0.07734571	16786	16786	0	847463	847463	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01286"	"1kGP WGS
long-read"	8379535	0	8379535	1	8379535	0	7957692	0	421843	0	0	0	81550	0	2420843	1156833	81701100000	81701100000	0	79464400000	78159010000	0	0	4141745000	0.05299126	9750	9750	0	821663	821663	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01302"	"1kGP WGS
long-read"	1202553	0	1202553	1	1202553	0	1155246	0	47307	0	0	0	15443	0	360630	218316	13155900000	13155900000	0	13002810000	12926020000	0	0	570483400	0.04413448	10940	10940	0	768786	768786	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01308"	"1kGP WGS
long-read"	479856	0	479856	1	479856	0	464360	0	15496	0	0	0	5131	0	131593	112036	4315629000	4315629000	0	4258303000	4224439000	0	0	201887600	0.0477904	8994	8994	0	549793	549793	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01311"	"1kGP WGS
long-read"	6644774	0	6644774	1	6644774	0	6328972	0	315802	0	0	0	79493	0	1975558	1267327	44851910000	44851910000	0	43624420000	43055470000	0	0	1991388000	0.04625168	6750	6750	0	1042951	1042951	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01341"	"1kGP WGS
long-read"	11807060	0	11807060	1	11807060	0	11044800	0	762261	0	0	0	100514	0	3327125	1626040	156650900000	156650900000	0	152222500000	149784600000	0	0	9882072000	0.0659752	13268	13268	0	976211	976211	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01344"	"1kGP WGS
long-read"	5812712	0	5812712	1	5812712	0	5451985	0	360727	0	0	0	50254	0	1726359	682428	57623690000	57623690000	0	55403370000	54466360000	0	0	4207242000	0.07724478	9913	9913	0	772427	772427	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01345"	"1kGP WGS
long-read"	2773657	0	2773657	1	2773657	0	2567091	0	206566	0	0	0	17872	0	731870	467852	48056480000	48056480000	0	46443150000	45483380000	0	0	4000352000	0.08795195	17326	17326	0	322149	322149	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01347"	"1kGP WGS
long-read"	3048513	0	3048513	1	3048513	0	2857534	0	190979	0	0	0	26102	0	912080	437223	50631470000	50631470000	0	49246430000	48362300000	0	0	3156504000	0.06526787	16609	16609	0	1911663	1911663	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01348"	"1kGP WGS
long-read"	2561119	0	2561119	1	2561119	0	2390810	0	170309	0	0	0	15431	0	692359	353187	51318330000	51318330000	0	49833940000	48653780000	0	0	3142745000	0.06459405	20037	20037	0	792178	792178	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01356"	"1kGP WGS
long-read"	3027044	0	3027044	1	3027044	0	2872529	0	154515	0	0	0	20070	0	885285	366572	56811790000	56811790000	0	55360550000	54251060000	0	0	3608858000	0.06652142	18768	18768	0	373589	373589	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01362"	"1kGP WGS
long-read"	4381015	0	4381015	1	4381015	0	4133887	0	247128	0	0	0	23284	0	1226791	506117	69911990000	69911990000	0	67483200000	66208010000	0	0	3824388000	0.05776323	15958	15958	0	454262	454262	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01366"	"1kGP WGS
long-read"	4293229	0	4293229	1	4293229	0	3987818	0	305411	0	0	0	34132	0	1167522	807497	48207820000	48207820000	0	46794720000	46142470000	0	0	2760145000	0.0598179	11229	11229	0	630935	630935	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01375"	"1kGP WGS
long-read"	2688856	0	2688856	1	2688856	0	2535500	0	153356	0	0	0	16180	0	727985	352331	54512020000	54512020000	0	52948390000	51771390000	0	0	3500693000	0.0676183	20273	20273	0	1761415	1761415	0	255	0	0	0	0	0	0	0
"T2T-CHM13"	"HG01377"	"1kGP WGS
long-read"	3928976	0	3928976	1	3928976	0	3690412	0	238564	0	0	0	34767	0	1160055	826853	49924620000	49924620000	0	48210710000	47105160000	0	0	3320658000	0.07049456	12707	12707	0	1260082	1260082	0	255	0	0	0	0	0	0	0
