"assembly"	"sample"	"design"	"method"	"Median quality"	"Average quality"
"hg38"	"HG02521"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8207739307536
"hg38"	"HG02522"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1370143149284
"hg38"	"HG02524"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2163265306122
"hg38"	"HG02545"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9856850715746
"hg38"	"HG02546"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2126789366053
"hg38"	"HG02554"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6361788617886
"hg38"	"HG02558"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0430327868852
"hg38"	"HG02561"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7689161554192
"hg38"	"HG02562"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7075664621677
"hg38"	"HG02568"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0122448979592
"hg38"	"HG02573"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6372950819672
"hg38"	"HG02577"	"1kGP WGS
long-read"	"cramino_qual"	15	14.319018404908
"hg38"	"HG02580"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9714285714286
"hg38"	"HG02582"	"1kGP WGS
long-read"	"cramino_qual"	15	14.269387755102
"hg38"	"HG02585"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1771894093686
"hg38"	"HG02588"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1168032786885
"hg38"	"HG02595"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0571428571429
"hg38"	"HG02597"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5450819672131
"hg38"	"HG02600"	"1kGP WGS
long-read"	"cramino_qual"	13	13.265306122449
"hg38"	"HG02604"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5489795918367
"hg38"	"HG02611"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8918367346939
"hg38"	"HG02634"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8940936863544
"hg38"	"HG02635"	"1kGP WGS
long-read"	"cramino_qual"	15	13.9510204081633
"hg38"	"HG02643"	"1kGP WGS
long-read"	"cramino_qual"	16	14.5930470347648
"hg38"	"HG02657"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0983606557377
"hg38"	"HG02661"	"1kGP WGS
long-read"	"cramino_qual"	16	15.7427983539095
"hg38"	"HG02678"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3326530612245
"hg38"	"HG02679"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9959100204499
"hg38"	"HG02681"	"1kGP WGS
long-read"	"cramino_qual"	15	14.918200408998
"hg38"	"HG02684"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8360655737705
"hg38"	"HG02685"	"1kGP WGS
long-read"	"cramino_qual"	14	13.7494908350305
"hg38"	"HG02687"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8118609406953
"hg38"	"HG02688"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4588477366255
"hg38"	"HG02690"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2448979591837
"hg38"	"HG02691"	"1kGP WGS
long-read"	"cramino_qual"	15	14.521472392638
"hg38"	"HG02697"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4105691056911
"hg38"	"HG02703"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2397540983607
"hg38"	"HG02715"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0245398773006
"hg38"	"HG02721"	"1kGP WGS
long-read"	"cramino_qual"	16	14.938900203666
"hg38"	"HG02724"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1864754098361
"hg38"	"HG02727"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4387755102041
"hg38"	"HG02728"	"1kGP WGS
long-read"	"cramino_qual"	15	14.258726899384
"hg38"	"HG02737"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0795918367347
"hg38"	"HG02768"	"1kGP WGS
long-read"	"cramino_qual"	12	12.3014256619145
"hg38"	"HG02771"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9591836734694
"hg38"	"HG02781"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8252032520325
"hg38"	"HG02789"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8102040816327
"hg38"	"HG02793"	"1kGP WGS
long-read"	"cramino_qual"	17	15.879345603272
"hg38"	"HG02805"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9468302658487
"hg38"	"HG02836"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9509202453988
"hg38"	"HG02895"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8126272912424
"hg38"	"HG02922"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6024590163934
"hg38"	"HG02938"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6
"hg38"	"HG02943"	"1kGP WGS
long-read"	"cramino_qual"	15.5	14.827868852459
"hg38"	"HG02944"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7852760736196
"hg38"	"HG02953"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9590163934426
"hg38"	"HG02970"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7006109979633
"hg38"	"HG02971"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7285714285714
"hg38"	"HG02976"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6224489795918
"hg38"	"HG02982"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0061475409836
"hg38"	"HG02983"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4632653061224
"hg38"	"HG03009"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8551020408163
"hg38"	"HG03015"	"1kGP WGS
long-read"	"cramino_qual"	14	13.3885480572597
"hg38"	"HG03016"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4274028629857
"hg38"	"HG03019"	"1kGP WGS
long-read"	"cramino_qual"	16	15.452868852459
"hg38"	"HG03024"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8916155419223
"hg38"	"HG03028"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9142857142857
"hg38"	"HG03039"	"1kGP WGS
long-read"	"cramino_qual"	15	14.611909650924
"hg38"	"HG03048"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8422131147541
"hg38"	"HG03052"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7571428571429
"hg38"	"HG03057"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0204081632653
"hg38"	"HG03058"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7750511247444
"hg38"	"HG03060"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8343558282209
"hg38"	"HG03066"	"1kGP WGS
long-read"	"cramino_qual"	16	14.827868852459
"hg38"	"HG03073"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9877551020408
"hg38"	"HG03074"	"1kGP WGS
long-read"	"cramino_qual"	14	13.640243902439
"hg38"	"HG03076"	"1kGP WGS
long-read"	"cramino_qual"	15	14
"hg38"	"HG03077"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5650406504065
"hg38"	"HG03081"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2102040816327
"hg38"	"HG03085"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0488798370672
"hg38"	"HG03086"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2740286298569
"hg38"	"HG03091"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7546012269939
"hg38"	"HG03097"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8098159509202
"hg38"	"HG03100"	"1kGP WGS
long-read"	"cramino_qual"	15	14.200408997955
"hg38"	"HG03103"	"1kGP WGS
long-read"	"cramino_qual"	16	14.6844262295082
"hg38"	"HG03105"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6877551020408
"hg38"	"HG03108"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1803278688525
"hg38"	"HG03109"	"1kGP WGS
long-read"	"cramino_qual"	16	14.678936605317
"hg38"	"HG03111"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3333333333333
"hg38"	"HG03112"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1680327868852
"hg38"	"HG03114"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1748971193416
"hg38"	"HG03115"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0245398773006
"hg38"	"HG03117"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9159836065574
"hg38"	"HG03124"	"1kGP WGS
long-read"	"cramino_qual"	14.5	13.8811475409836
"hg38"	"HG03127"	"1kGP WGS
long-read"	"cramino_qual"	14	13.2208588957055
"hg38"	"HG03130"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7946611909651
"hg38"	"HG03132"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1183673469388
"hg38"	"HG03133"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1656441717791
"hg38"	"HG03159"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6028513238289
"hg38"	"HG03163"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2647657841141
"hg38"	"HG03171"	"1kGP WGS
long-read"	"cramino_qual"	14	14.081799591002
"hg38"	"HG03172"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1127049180328
"hg38"	"HG03189"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0635245901639
"hg38"	"HG03193"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0121951219512
"hg38"	"HG03198"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9366053169734
"hg38"	"HG03199"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7897959183673
"hg38"	"HG03212"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2903885480573
"hg38"	"HG03228"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8094262295082
"hg38"	"HG03238"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8012295081967
"hg38"	"HG03240"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1697341513292
"hg38"	"HG03241"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1894093686354
"hg38"	"HG03247"	"1kGP WGS
long-read"	"cramino_qual"	15	14.530612244898
"hg38"	"HG03258"	"1kGP WGS
long-read"	"cramino_qual"	16	14.6808943089431
"hg38"	"HG03265"	"1kGP WGS
long-read"	"cramino_qual"	13	12.9038854805726
"hg38"	"HG03300"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4049079754601
"hg38"	"HG03301"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3757700205339
"hg38"	"HG03303"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9898580121704
"hg38"	"HG03307"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4959349593496
"hg38"	"HG03311"	"1kGP WGS
long-read"	"cramino_qual"	14	13.7075664621677
"hg38"	"HG03342"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5071574642127
"hg38"	"HG03361"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1938775510204
"hg38"	"HG03372"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6795131845842
"hg38"	"HG03373"	"1kGP WGS
long-read"	"cramino_qual"	14	13.719836400818
"hg38"	"HG03383"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1513292433538
"hg38"	"HG03388"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1987704918033
"hg38"	"HG03391"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2265306122449
"hg38"	"HG03393"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4439918533605
"hg38"	"HG03394"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8893442622951
"hg38"	"HG03397"	"1kGP WGS
long-read"	"cramino_qual"	15	14.19836400818
"hg38"	"HG03410"	"1kGP WGS
long-read"	"cramino_qual"	14	13.7177914110429
"hg38"	"HG03431"	"1kGP WGS
long-read"	"cramino_qual"	11	11.5947046843177
"hg38"	"HG03437"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2616632860041
"hg38"	"HG03439"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9383983572895
"hg38"	"HG03442"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2772073921971
"hg38"	"HG03449"	"1kGP WGS
long-read"	"cramino_qual"	14	13.3762781186094
"hg38"	"HG03455"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7551020408163
"hg38"	"HG03457"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9159836065574
"hg38"	"HG03461"	"1kGP WGS
long-read"	"cramino_qual"	14	13.7877551020408
"hg38"	"HG03462"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0555555555556
"hg38"	"HG03470"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0857142857143
"hg38"	"HG03473"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2081632653061
"hg38"	"HG03476"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3918367346939
"hg38"	"HG03484"	"1kGP WGS
long-read"	"cramino_qual"	17	15.439672801636
"hg38"	"HG03485"	"1kGP WGS
long-read"	"cramino_qual"	18	16.7750511247444
"hg38"	"HG03493"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1226993865031
"hg38"	"HG03499"	"1kGP WGS
long-read"	"cramino_qual"	13	13.0816326530612
"hg38"	"HG03508"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2073921971253
"hg38"	"HG03511"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6209016393443
"hg38"	"HG03517"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0510204081633
"hg38"	"HG03518"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0674846625767
"hg38"	"HG03521"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5885947046843
"hg38"	"HG03539"	"1kGP WGS
long-read"	"cramino_qual"	14	13.5947046843177
"hg38"	"HG03548"	"1kGP WGS
long-read"	"cramino_qual"	15	14.050916496945
"hg38"	"HG03577"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8340163934426
"hg38"	"HG03582"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8053278688525
"hg38"	"HG03593"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1881390593047
"hg38"	"HG03595"	"1kGP WGS
long-read"	"cramino_qual"	15	14.655737704918
"hg38"	"HG03598"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3018480492813
"hg38"	"HG03600"	"1kGP WGS
long-read"	"cramino_qual"	14	13.2269938650307
"hg38"	"HG03604"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1201629327902
"hg38"	"HG03607"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0858895705521
"hg38"	"HG03633"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0061349693252
"hg38"	"HG03639"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7110655737705
"hg38"	"HG03640"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0225872689938
"hg38"	"HG03644"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1469387755102
"hg38"	"HG03645"	"1kGP WGS
long-read"	"cramino_qual"	18	16.6204081632653
"hg38"	"HG03650"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1869918699187
"hg38"	"HG03672"	"1kGP WGS
long-read"	"cramino_qual"	16	14.6871165644172
"hg38"	"HG03673"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3026584867076
"hg38"	"HG03681"	"1kGP WGS
long-read"	"cramino_qual"	18	16.905737704918
"hg38"	"HG03686"	"1kGP WGS
long-read"	"cramino_qual"	18	16.7962962962963
"hg38"	"HG03687"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9447852760736
"hg38"	"HG03689"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2602459016393
"hg38"	"HG03690"	"1kGP WGS
long-read"	"cramino_qual"	17	16.059670781893
"hg38"	"HG03695"	"1kGP WGS
long-read"	"cramino_qual"	17	16.5020408163265
"hg38"	"HG03697"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5505154639175
"hg38"	"HG03703"	"1kGP WGS
long-read"	"cramino_qual"	17	16.8371134020619
"hg38"	"HG03705"	"1kGP WGS
long-read"	"cramino_qual"	17	16.79633401222
"hg38"	"HG03708"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6776180698152
"hg38"	"HG03709"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6045081967213
"hg38"	"HG03711"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9979466119097
"hg38"	"HG03714"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1099796334012
"hg38"	"HG03721"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1853360488798
"hg38"	"HG03722"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9348268839104
"hg38"	"HG03727"	"1kGP WGS
long-read"	"cramino_qual"	14	13.5632653061224
"hg38"	"HG03729"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4476386036961
"hg38"	"HG03730"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1591836734694
"hg38"	"HG03740"	"1kGP WGS
long-read"	"cramino_qual"	12	12.3775510204082
"hg38"	"HG03741"	"1kGP WGS
long-read"	"cramino_qual"	12	12.2372188139059
"hg38"	"HG03742"	"1kGP WGS
long-read"	"cramino_qual"	15	14.359918200409
"hg38"	"HG03746"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7648261758691
"hg38"	"HG03753"	"1kGP WGS
long-read"	"cramino_qual"	16	15.7479508196721
"hg38"	"HG03756"	"1kGP WGS
long-read"	"cramino_qual"	15	14.594262295082
"hg38"	"HG03760"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2024539877301
"hg38"	"HG03761"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7777777777778
"hg38"	"HG03780"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7402862985685
"hg38"	"HG03781"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7423312883436
"hg38"	"HG03784"	"1kGP WGS
long-read"	"cramino_qual"	15	14.558282208589
"hg38"	"HG03786"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2131147540984
"hg38"	"HG03792"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9816326530612
"hg38"	"HG03793"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4110429447853
"hg38"	"HG03794"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1329243353783
"hg38"	"HG03797"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5318275154004
"hg38"	"HG03800"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1267893660532
"hg38"	"HG03802"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3367556468172
"hg38"	"HG03803"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0122199592668
"hg38"	"HG03805"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8414634146341
"hg38"	"HG03809"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6311475409836
"hg38"	"HG03812"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5947046843177
"hg38"	"HG03816"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0326530612245
"hg38"	"HG03821"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2012320328542
"hg38"	"HG03824"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3435582822086
"hg38"	"HG03830"	"1kGP WGS
long-read"	"cramino_qual"	15	13.9387755102041
"hg38"	"HG03836"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0061475409836
"hg38"	"HG03837"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0655737704918
"hg38"	"HG03838"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0737704918033
"hg38"	"HG03842"	"1kGP WGS
long-read"	"cramino_qual"	17	16.5728952772074
"hg38"	"HG03844"	"1kGP WGS
long-read"	"cramino_qual"	16	14.7770961145194
"hg38"	"HG03848"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4612244897959
"hg38"	"HG03854"	"1kGP WGS
long-read"	"cramino_qual"	17	16.4332648870637
"hg38"	"HG03856"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2443531827515
"hg38"	"HG03862"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8757637474542
"hg38"	"HG03863"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8571428571429
"hg38"	"HG03869"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2315573770492
"hg38"	"HG03870"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6408163265306
"hg38"	"HG03871"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1799591002045
"hg38"	"HG03872"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2320328542094
"hg38"	"HG03882"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3755102040816
"hg38"	"HG03886"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9735234215886
"hg38"	"HG03888"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1040816326531
"hg38"	"HG03890"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6462167689162
"hg38"	"HG03894"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4734693877551
"hg38"	"HG03895"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1795918367347
"hg38"	"HG03900"	"1kGP WGS
long-read"	"cramino_qual"	17	15.8521560574949
"hg38"	"HG03904"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5784114052953
"hg38"	"HG03916"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2682926829268
"hg38"	"HG03925"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2930327868852
"hg38"	"HG03928"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9386503067485
"hg38"	"HG03929"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3683127572016
"hg38"	"HG03931"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6319018404908
"hg38"	"HG03940"	"1kGP WGS
long-read"	"cramino_qual"	15.5	14.9142857142857
"hg38"	"HG03941"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2443531827515
"hg38"	"HG03947"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1288343558282
"hg38"	"HG03963"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6577319587629
"hg38"	"HG03965"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6694045174538
"hg38"	"HG03968"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5881147540984
"hg38"	"HG03972"	"1kGP WGS
long-read"	"cramino_qual"	16	15.082304526749
"hg38"	"HG03973"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3827160493827
"hg38"	"HG03976"	"1kGP WGS
long-read"	"cramino_qual"	14	13.9714285714286
"hg38"	"HG03977"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1930184804928
"hg38"	"HG03990"	"1kGP WGS
long-read"	"cramino_qual"	16	15.8261758691207
"hg38"	"HG03999"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7689161554192
"hg38"	"HG04006"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1045081967213
"hg38"	"HG04014"	"1kGP WGS
long-read"	"cramino_qual"	16	15.4098360655738
"hg38"	"HG04015"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1326530612245
"hg38"	"HG04017"	"1kGP WGS
long-read"	"cramino_qual"	17	15.9322381930185
"hg38"	"HG04018"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1639344262295
"hg38"	"HG04020"	"1kGP WGS
long-read"	"cramino_qual"	18	16.8893442622951
"hg38"	"HG04022"	"1kGP WGS
long-read"	"cramino_qual"	16	15.2131147540984
"hg38"	"HG04024"	"1kGP WGS
long-read"	"cramino_qual"	17	16.0959183673469
"hg38"	"HG04025"	"1kGP WGS
long-read"	"cramino_qual"	17	15.7914110429448
"hg38"	"HG04039"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5621181262729
"hg38"	"HG04062"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8275154004107
"hg38"	"HG04070"	"1kGP WGS
long-read"	"cramino_qual"	17	16.2299794661191
"hg38"	"HG04099"	"1kGP WGS
long-read"	"cramino_qual"	16	15.641975308642
"hg38"	"HG04118"	"1kGP WGS
long-read"	"cramino_qual"	17	16.1786447638604
"hg38"	"HG04128"	"1kGP WGS
long-read"	"cramino_qual"	16	14.881390593047
"hg38"	"HG04131"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5204918032787
"hg38"	"HG04132"	"1kGP WGS
long-read"	"cramino_qual"	16	14.844262295082
"hg38"	"HG04140"	"1kGP WGS
long-read"	"cramino_qual"	15	14.344262295082
"hg38"	"HG04146"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5051124744376
"hg38"	"HG04147"	"1kGP WGS
long-read"	"cramino_qual"	14	13.6932515337423
"hg38"	"HG04149"	"1kGP WGS
long-read"	"cramino_qual"	15	14.3918367346939
"hg38"	"HG04156"	"1kGP WGS
long-read"	"cramino_qual"	14	13.489837398374
"hg38"	"HG04177"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1799591002045
"hg38"	"HG04180"	"1kGP WGS
long-read"	"cramino_qual"	15	14.5926680244399
"hg38"	"HG04183"	"1kGP WGS
long-read"	"cramino_qual"	15	14.2880324543611
"hg38"	"HG04186"	"1kGP WGS
long-read"	"cramino_qual"	14	13.3251533742331
"hg38"	"HG04191"	"1kGP WGS
long-read"	"cramino_qual"	14	13.8938775510204
"hg38"	"HG04192"	"1kGP WGS
long-read"	"cramino_qual"	15	14.8183673469388
"hg38"	"HG04194"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6748466257669
"hg38"	"HG04198"	"1kGP WGS
long-read"	"cramino_qual"	17	16.3367346938776
"hg38"	"HG04200"	"1kGP WGS
long-read"	"cramino_qual"	17	16.4130879345603
"hg38"	"HG04210"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0963114754098
"hg38"	"HG04227"	"1kGP WGS
long-read"	"cramino_qual"	16	15.223819301848
"hg38"	"NA06989"	"1kGP WGS
long-read"	"cramino_qual"	16	15.5573770491803
"hg38"	"NA07014"	"1kGP WGS
long-read"	"cramino_qual"	16	14.8483606557377
"hg38"	"NA07019"	"1kGP WGS
long-read"	"cramino_qual"	16	15.0530612244898
"hg38"	"NA07048"	"1kGP WGS
long-read"	"cramino_qual"	16	15.1551020408163
"hg38"	"NA07348"	"1kGP WGS
long-read"	"cramino_qual"	16	14.9631147540984
"hg38"	"NA10835"	"1kGP WGS
long-read"	"cramino_qual"	16	15.3312883435583
"hg38"	"NA10839"	"1kGP WGS
long-read"	"cramino_qual"	15	14.6489795918367
"hg38"	"NA10842"	"1kGP WGS
long-read"	"cramino_qual"	15	14.1498973305955
"hg38"	"NA10843"	"1kGP WGS
long-read"	"cramino_qual"	15	14.4979591836735
"hg38"	"NA10850"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0894308943089
"hg38"	"NA10851"	"1kGP WGS
long-read"	"cramino_qual"	14	13.7755102040816
"hg38"	"NA10852"	"1kGP WGS
long-read"	"cramino_qual"	16	14.865306122449
"hg38"	"NA10856"	"1kGP WGS
long-read"	"cramino_qual"	14	13.59918200409
"hg38"	"NA10857"	"1kGP WGS
long-read"	"cramino_qual"	15	13.952772073922
"hg38"	"NA10859"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0553278688525
"hg38"	"NA10861"	"1kGP WGS
long-read"	"cramino_qual"	15	14.7402862985685
"hg38"	"NA12335"	"1kGP WGS
long-read"	"cramino_qual"	15	14.0327868852459
"hg38"	"NA12336"	"1kGP WGS
long-read"	"cramino_qual"	14	13.2229038854806
"hg38"	"NA12376"	"1kGP WGS
long-read"	"cramino_qual"	14	13.3054989816701
